Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
8089,Person_89,55,10,3,Technical,38,2082194,2472065,2206174,Male
8090,Person_90,40,3,2,Analytical,60,1184736,1184736,1204901,Male
8091,Person_91,52,8,8,Analytical,861,1726016,1726016,1208628,Female
8092,Person_92,58,1,1,Management,490,2309469,2309469,1139459,Male
8093,Person_93,25,22,12,Technical,17,649199,649199,1488389,Male
8094,Person_94,53,4,4,Technical,191,1053729,1053729,1553934,Female
8095,Person_95,57,13,13,Management,446,614926,1362257,1528803,Male
8096,Person_96,31,35,2,Technical,611,697002,697002,962100,Male
8097,Person_97,57,35,7,Analytical,889,1902991,2055577,1175206,Male
8098,Person_98,34,20,20,Creative,978,734389,1728763,1098387,Male
8099,Person_99,34,6,6,Technical,364,744248,744248,1534483,Male
8100,Person_100,47,38,14,Creative,460,2051444,2115885,706941,Female
8101,Person_101,60,9,9,Technical,678,923504,923504,1265500,Male
8102,Person_102,43,4,4,Creative,417,1616559,1616559,2298813,Female
8103,Person_103,53,18,18,Technical,859,1175824,2333168,608838,Female
8104,Person_104,45,2,2,Technical,856,1213760,1213760,1044078,Male
8105,Person_105,23,20,20,Technical,336,1201876,1916076,1249144,Male
8106,Person_106,31,12,12,Management,949,1045669,1045669,1839761,Male
8107,Person_107,59,21,21,Analytical,148,1389890,1389890,2449086,Male
8108,Person_108,30,17,12,Management,97,1566641,2188468,2114473,Female
8109,Person_109,24,5,5,Management,566,1634975,1859162,1570048,Male
8110,Person_110,29,19,0,Technical,507,788485,2268815,680223,Male
8111,Person_111,43,18,18,Analytical,997,514614,514614,626876,Female
8112,Person_112,26,26,26,Technical,686,1003575,1003575,1967397,Male
8113,Person_113,26,21,21,Analytical,787,959559,2289360,1610054,Male
8114,Person_114,33,40,19,Creative,787,1673018,1794936,2338337,Male
8115,Person_115,27,20,7,Analytical,349,834501,834501,1947597,Female
8116,Person_116,58,24,0,Creative,207,1557027,2321418,1923185,Male
8117,Person_117,22,0,0,Creative,704,565308,565308,2146813,Male
8118,Person_118,58,19,16,Management,105,1480363,1480363,1218530,Female
8119,Person_119,60,25,3,Technical,942,598107,2230309,1055506,Female
8120,Person_120,45,26,26,Technical,260,1490114,2238099,1682829,Female
8121,Person_121,54,36,6,Analytical,271,559158,559158,2413032,Female
8122,Person_122,52,12,12,Management,798,655329,655329,1741259,Male
8123,Person_123,60,14,0,Management,214,1624661,1854405,1139244,Female
8124,Person_124,27,37,25,Technical,661,828512,1848581,1612811,Female
8125,Person_125,49,14,14,Analytical,676,874676,2487537,909650,Female
8126,Person_126,38,38,38,Management,911,766431,1140802,697826,Female
8127,Person_127,39,26,15,Analytical,428,712174,833150,1398643,Female
8128,Person_128,41,4,4,Creative,913,521818,1672775,825141,Male
8129,Person_129,53,38,37,Analytical,597,1744605,2103459,2359698,Male
8130,Person_130,48,16,16,Management,487,677712,677712,1015769,Female
8131,Person_131,60,11,0,Technical,458,574814,574814,684423,Male
8132,Person_132,37,28,14,Technical,203,517480,1559295,1387557,Male
8133,Person_133,22,16,12,Management,916,1271116,1271116,1471527,Female
8134,Person_134,29,2,2,Management,975,1475763,2357885,549931,Male
8135,Person_135,39,34,34,Creative,156,1126565,1126565,2206391,Male
8136,Person_136,59,30,8,Management,267,849351,849351,1552938,Male
8137,Person_137,50,17,17,Technical,590,1434498,1664267,1385373,Female
8138,Person_138,54,39,18,Analytical,354,912550,912550,1483700,Male
8139,Person_139,58,23,23,Creative,37,1234937,1514057,2098923,Male
8140,Person_140,53,28,28,Management,176,566136,1635449,1581483,Male
8141,Person_141,56,37,33,Analytical,306,2260866,2260866,2053077,Male
8142,Person_142,42,37,37,Technical,21,1591244,1591244,1998051,Female
8143,Person_143,45,7,7,Technical,184,1005488,1988375,2257726,Female
8144,Person_144,51,12,12,Technical,871,818960,1983562,876591,Female
8145,Person_145,28,37,12,Analytical,608,1159948,1159948,1391339,Male
8146,Person_146,38,8,8,Technical,312,1926944,2297696,2462541,Male
8147,Person_147,22,25,25,Creative,94,1856410,1999462,1027038,Female
8148,Person_148,25,34,29,Management,57,644527,667961,764018,Male
8149,Person_149,24,20,18,Creative,898,534966,534966,2348005,Male
8150,Person_150,36,39,7,Creative,384,1735260,1735260,1046043,Female
8151,Person_151,31,35,9,Management,525,1142610,1947507,1202183,Female
8152,Person_152,39,5,0,Analytical,58,1835444,2157895,978586,Male
8153,Person_153,34,34,20,Analytical,470,1097866,1978343,2142825,Male
8154,Person_154,23,33,27,Analytical,497,2266151,2282802,2470300,Male
8155,Person_155,41,38,15,Analytical,230,741749,741749,1453354,Female
8156,Person_156,51,32,11,Creative,308,1072636,1072636,1191626,Male
8157,Person_157,44,3,3,Analytical,704,1051884,1051884,699810,Female
8158,Person_158,47,16,16,Management,841,1661148,2327865,1487701,Female
8159,Person_159,35,35,17,Management,816,2007782,2177743,1042133,Male
8160,Person_160,50,28,28,Management,777,1430522,1430522,1697765,Female
8161,Person_161,27,39,8,Technical,291,843515,1966428,944960,Male
8162,Person_162,25,15,13,Analytical,501,1226755,1990622,1288576,Female
8163,Person_163,38,14,14,Technical,274,1810277,2180787,2090955,Male
8164,Person_164,54,0,0,Creative,553,1217405,1217405,1673337,Male
8165,Person_165,53,39,17,Creative,412,2361439,2393871,1612173,Male
8166,Person_166,22,37,4,Creative,629,1444460,1444460,2310940,Female
8167,Person_167,56,22,15,Management,858,637067,637067,1445725,Male
8168,Person_168,46,16,16,Creative,1000,699512,699512,2096029,Male
8169,Person_169,52,3,3,Analytical,513,1092931,2032734,1652469,Female
8170,Person_170,23,39,0,Management,273,1063417,1941323,1407149,Female
8171,Person_171,52,30,25,Creative,455,904743,1235770,1071387,Male
8172,Person_172,24,38,3,Analytical,993,936755,936755,2249886,Female
8173,Person_173,48,10,10,Management,163,1449371,2406048,2076045,Female
8174,Person_174,35,3,3,Analytical,38,1500441,2339577,2014077,Female
8175,Person_175,50,6,6,Analytical,17,715293,715293,1374510,Male
8176,Person_176,43,20,20,Analytical,165,1416388,1733083,666246,Female
8177,Person_177,45,30,26,Management,300,502973,2333897,935035,Male
8178,Person_178,52,27,27,Management,168,1724490,1724490,561068,Male
8179,Person_179,38,11,11,Analytical,58,688644,688644,1335233,Female
8180,Person_180,41,22,22,Technical,95,1100434,2399826,767951,Female
8181,Person_181,50,37,34,Analytical,964,548480,1458169,1206361,Male
8182,Person_182,52,9,9,Creative,386,1256891,1457381,1242549,Female
8183,Person_183,22,13,9,Technical,69,1513926,1513926,1155985,Male
8184,Person_184,58,20,17,Analytical,669,859525,859525,1145392,Male
8185,Person_185,29,23,23,Analytical,370,1231823,1231823,1450931,Female
8186,Person_186,47,5,3,Analytical,965,1177263,1881620,2157709,Male
8187,Person_187,46,5,5,Analytical,453,926938,926938,2449083,Male
8188,Person_188,35,29,4,Technical,40,1065218,1336780,828024,Female
8189,Person_189,36,29,23,Technical,305,595250,801067,1102354,Male
8190,Person_190,22,17,17,Technical,605,656554,656554,1580844,Female
8191,Person_191,41,14,14,Analytical,97,1765722,2043541,2052159,Female
8192,Person_192,33,6,3,Management,278,1239984,1239984,2082238,Female
8193,Person_193,49,19,19,Management,391,1529958,1529958,2232897,Female
8194,Person_194,56,18,11,Creative,188,662284,662284,798319,Male
8195,Person_195,40,16,16,Management,666,595664,667019,1887106,Female
8196,Person_196,30,0,0,Technical,227,934791,1214587,1257791,Female
8197,Person_197,31,1,1,Management,686,587444,587444,1980614,Male
8198,Person_198,27,30,3,Analytical,310,863465,863465,858242,Male
8199,Person_199,31,35,17,Analytical,598,1719298,2064025,1873768,Male
8200,Person_200,29,2,2,Technical,258,828942,2430945,1481640,Male
8201,Person_201,32,8,8,Management,18,1344139,2271966,547740,Male
8202,Person_202,55,18,18,Creative,701,1023378,1979144,667013,Female
8203,Person_203,23,9,8,Technical,415,802428,1972685,1913487,Female
8204,Person_204,52,31,31,Management,158,877034,1793562,1351334,Male
8205,Person_205,26,19,19,Technical,195,1356485,1356485,1723439,Male
8206,Person_206,54,19,4,Technical,911,620298,620298,913239,Male
8207,Person_207,54,30,21,Management,640,1645553,1645553,1212723,Female
8208,Person_208,51,5,5,Creative,185,672961,672961,961454,Male
8209,Person_209,59,29,5,Creative,954,1539757,2319886,1884843,Male
8210,Person_210,60,27,27,Technical,331,1087793,2036322,2006092,Female
8211,Person_211,26,35,27,Management,412,1146700,2109205,1369406,Female
8212,Person_212,47,9,9,Analytical,306,1082309,1677448,1773349,Female
8213,Person_213,39,32,4,Technical,776,649237,2034572,1291437,Male
8214,Person_214,33,18,18,Technical,497,587590,1779320,1557289,Female
8215,Person_215,30,4,4,Management,590,1061387,2345456,1693641,Male
8216,Person_216,49,30,30,Creative,711,1349083,1349083,2132982,Female
8217,Person_217,29,37,4,Analytical,603,701384,701384,1094786,Female
8218,Person_218,54,26,17,Creative,839,1501883,2442012,2498993,Female
8219,Person_219,28,30,4,Creative,433,1579374,1579374,1959869,Male
8220,Person_220,40,27,27,Technical,653,720696,2340671,2499441,Female
8221,Person_221,26,38,20,Management,192,1240369,2465319,2083883,Male
8222,Person_222,53,39,4,Technical,597,1988798,1988798,599703,Male
8223,Person_223,42,23,18,Creative,256,2101617,2292470,1449381,Female
8224,Person_224,22,37,18,Management,492,1231825,2225940,1801455,Male
8225,Person_225,40,37,37,Analytical,218,803569,803569,1223080,Male
8226,Person_226,24,14,14,Analytical,882,735343,1860482,877854,Male
8227,Person_227,40,14,14,Analytical,762,1278410,1278410,1971795,Male
8228,Person_228,46,25,25,Analytical,804,918489,2367651,1459526,Female
8229,Person_229,31,10,5,Technical,872,2071879,2071879,2108795,Female
8230,Person_230,49,17,1,Creative,636,542891,542891,2445877,Male
8231,Person_231,36,21,21,Creative,867,1733210,2185919,1511804,Female
8232,Person_232,38,38,30,Management,871,1592969,1592969,599656,Female
8233,Person_233,22,18,17,Management,439,1024370,2317796,932426,Female
8234,Person_234,42,40,24,Technical,383,1013362,1013362,982669,Female
8235,Person_235,29,0,0,Technical,527,1902976,1902976,1198747,Female
8236,Person_236,50,9,0,Creative,602,2177356,2177356,2151659,Female
8237,Person_237,39,11,11,Creative,787,1453148,1453148,1138765,Female
8238,Person_238,52,12,12,Management,138,533739,533739,1920915,Female
8239,Person_239,47,27,27,Creative,696,663877,1270178,1929298,Male
8240,Person_240,27,4,4,Creative,95,1692502,2358871,2108634,Female
8241,Person_241,57,25,20,Management,184,1433050,1865433,1376106,Female
8242,Person_242,37,10,10,Management,178,1206007,2295159,1358612,Female
8243,Person_243,47,40,37,Management,441,2137226,2434120,1099414,Male
8244,Person_244,43,38,12,Management,421,1496198,1496198,1875329,Female
8245,Person_245,50,20,4,Creative,352,1626869,1626869,1812778,Male
8246,Person_246,37,17,11,Technical,449,1076660,1076660,1035709,Male
8247,Person_247,35,31,23,Technical,622,1262502,1356978,569217,Male
8248,Person_248,24,22,18,Creative,554,688561,688561,1581612,Female
8249,Person_249,47,8,8,Technical,706,1382662,1382662,2023273,Male
8250,Person_250,54,17,17,Management,815,664199,664199,1754472,Female
8251,Person_251,44,26,0,Technical,617,1561709,1779613,885731,Female
8252,Person_252,44,9,9,Management,601,1955695,1955695,502099,Female
8253,Person_253,37,39,32,Creative,858,609378,609378,518944,Female
8254,Person_254,32,33,21,Analytical,771,674188,1220920,1504077,Female
8255,Person_255,53,26,2,Management,984,573580,1484184,1875922,Female
8256,Person_256,34,6,6,Technical,193,583191,583191,730961,Female
8257,Person_257,34,28,5,Technical,635,1262356,1430592,2124564,Male
8258,Person_258,51,2,2,Management,169,2014502,2014502,1511211,Male
8259,Person_259,58,15,15,Analytical,996,1105469,1225679,2103673,Female
8260,Person_260,55,17,4,Management,887,1352295,1711793,931226,Male
8261,Person_261,55,30,20,Creative,13,2110879,2110879,2363976,Male
8262,Person_262,56,37,32,Creative,162,2267658,2267700,1404865,Male
8263,Person_263,26,33,25,Analytical,179,1236794,1236794,1998376,Male
8264,Person_264,57,11,11,Analytical,636,1234798,1234798,2111310,Female
8265,Person_265,42,6,6,Analytical,480,1586828,1586828,1017884,Male
8266,Person_266,60,31,31,Creative,516,1592260,1592260,826530,Male
8267,Person_267,50,32,18,Creative,363,524549,2486870,847440,Female
8268,Person_268,42,12,12,Management,576,981875,2048441,2418841,Female
8269,Person_269,39,10,10,Creative,159,538873,538873,1144377,Male
8270,Person_270,41,3,3,Creative,957,2373711,2373711,2439330,Female
8271,Person_271,38,6,3,Management,507,698716,1137587,543670,Female
8272,Person_272,57,33,13,Creative,407,893293,2264361,2304908,Female
8273,Person_273,53,34,27,Analytical,381,1918512,1918512,1693619,Female
8274,Person_274,49,32,32,Creative,834,536813,1280218,1721475,Male
8275,Person_275,55,17,14,Creative,139,792265,792265,2103375,Female
8276,Person_276,57,6,3,Management,545,1524096,1524096,1263211,Female
8277,Person_277,34,17,17,Analytical,774,1520624,1902336,1819607,Female
8278,Person_278,56,34,19,Creative,360,975649,1656445,2128560,Female
8279,Person_279,43,30,17,Creative,427,1454360,1454360,1592914,Male
8280,Person_280,56,32,32,Management,832,532390,861401,1045425,Female
8281,Person_281,53,36,14,Analytical,232,1229608,1229608,1759378,Male
8282,Person_282,41,20,16,Analytical,439,1896738,2133585,1550848,Male
8283,Person_283,35,4,4,Management,853,877274,1881681,1370476,Male
8284,Person_284,34,27,26,Management,394,724236,724236,1390758,Male
8285,Person_285,49,30,3,Analytical,43,629736,629736,1316914,Male
8286,Person_286,32,40,27,Creative,995,743637,743637,1414072,Male
8287,Person_287,48,4,4,Analytical,261,508314,2003616,1433717,Male
8288,Person_288,30,14,14,Technical,381,507787,507787,2091459,Male
8289,Person_289,22,12,12,Management,708,1769600,2492001,907911,Male
8290,Person_290,49,30,27,Creative,13,1343878,1343878,1180820,Female
8291,Person_291,48,21,21,Creative,395,500357,1734841,1825590,Female
8292,Person_292,48,9,9,Technical,684,723403,2226916,1138679,Male
8293,Person_293,22,40,32,Creative,678,1501442,1501442,2287868,Male
8294,Person_294,50,20,20,Management,641,1351648,1351648,971403,Female
8295,Person_295,49,36,33,Technical,765,764029,764029,1075076,Female
8296,Person_296,28,33,16,Technical,56,1815123,2279711,1383178,Male
8297,Person_297,41,3,3,Analytical,454,1553757,2448929,837611,Female
8298,Person_298,22,40,35,Analytical,143,842446,842446,1015153,Female
8299,Person_299,25,33,33,Creative,569,1222863,1222863,835437,Male
8300,Person_300,55,28,28,Management,650,1444245,1823010,1705047,Female
8301,Person_301,46,19,9,Creative,685,2229470,2229470,722091,Male
8302,Person_302,40,25,9,Management,153,1543379,1543379,2149195,Female
8303,Person_303,50,14,9,Management,86,629405,629405,1708428,Male
8304,Person_304,49,2,2,Creative,140,1062267,1256579,1933775,Female
8305,Person_305,49,39,10,Creative,570,1117769,2378824,959915,Male
8306,Person_306,53,35,35,Analytical,434,1152541,1152541,2091517,Female
8307,Person_307,30,32,27,Creative,685,948926,1864636,1412601,Female
8308,Person_308,35,28,28,Analytical,836,787539,2237593,2339502,Male
8309,Person_309,23,12,12,Management,246,1915017,2088152,1640423,Female
8310,Person_310,26,32,30,Creative,637,949665,949665,1748775,Male
8311,Person_311,48,2,2,Management,734,1198370,1198370,879723,Male
8312,Person_312,48,11,1,Analytical,536,1026767,2090820,839075,Male
8313,Person_313,22,14,14,Creative,436,630924,1610747,695922,Male
8314,Person_314,45,31,14,Creative,912,559836,1159724,2394839,Male
8315,Person_315,53,32,22,Creative,216,623048,733877,837246,Female
8316,Person_316,49,0,0,Management,593,990985,2020870,884596,Female
8317,Person_317,52,14,14,Analytical,817,1065926,1647129,1371817,Female
8318,Person_318,43,8,8,Creative,497,1155365,1155365,1701402,Female
8319,Person_319,30,12,12,Management,215,503921,1331389,2334663,Female
8320,Person_320,25,6,6,Technical,860,1309309,1921481,881581,Male
8321,Person_321,24,38,32,Management,588,730340,1513539,921357,Female
8322,Person_322,53,11,11,Analytical,57,589596,1364789,712318,Male
8323,Person_323,58,21,18,Management,875,922289,1269979,601829,Male
8324,Person_324,34,6,6,Management,506,2031316,2053642,816539,Female
8325,Person_325,36,16,14,Management,361,1291777,2398527,1132626,Female
8326,Person_326,35,13,5,Management,983,612172,612172,1235085,Male
8327,Person_327,51,3,3,Analytical,787,1260119,1260119,671194,Female
8328,Person_328,40,39,18,Technical,539,2067062,2333234,1280631,Female
8329,Person_329,59,23,21,Management,733,1272386,2229831,1477184,Female
8330,Person_330,50,28,6,Analytical,987,689291,1442063,739842,Male
8331,Person_331,41,27,27,Management,750,1661609,2370085,2456498,Female
8332,Person_332,35,24,2,Analytical,324,1024794,1625078,1077480,Male
8333,Person_333,39,8,2,Management,130,1289970,1454241,1807874,Female
8334,Person_334,33,3,3,Creative,730,1078240,1078240,2345835,Male
8335,Person_335,57,35,8,Analytical,524,1585307,1585307,2176521,Male
8336,Person_336,39,32,30,Technical,46,1747917,2005406,859386,Female
8337,Person_337,47,38,36,Technical,273,1789197,2133144,1180563,Female
8338,Person_338,54,5,5,Management,859,786389,944082,2298000,Female
8339,Person_339,27,20,15,Technical,878,1042217,1042217,2291640,Male
8340,Person_340,45,20,0,Analytical,659,1290989,1290989,2473347,Male
8341,Person_341,25,35,17,Management,594,721048,2047183,1744907,Female
8342,Person_342,30,6,6,Technical,761,895022,1102237,706560,Female
8343,Person_343,55,28,0,Creative,94,1163909,1163909,1145242,Male
8344,Person_344,47,12,12,Technical,517,959054,1489873,2238677,Male
8345,Person_345,46,16,16,Creative,619,743655,743655,1178406,Male
8346,Person_346,36,20,20,Technical,581,1181209,1181209,1505368,Male
8347,Person_347,38,38,30,Creative,355,1463451,1733141,1239362,Female
8348,Person_348,26,8,8,Management,223,1644120,1876626,1406323,Male
8349,Person_349,26,13,13,Creative,723,1725397,1976061,584992,Female
8350,Person_350,47,5,5,Technical,314,888982,888982,2164084,Male
8351,Person_351,40,36,15,Technical,626,1305733,1305733,802880,Female
8352,Person_352,42,5,5,Management,495,710412,710412,774944,Male
8353,Person_353,43,24,13,Technical,732,825137,825137,2132198,Male
8354,Person_354,22,28,28,Analytical,733,861218,1459260,1819325,Female
8355,Person_355,29,29,7,Creative,789,1402039,1402039,2473152,Female
8356,Person_356,48,38,11,Creative,860,792759,1188895,1759218,Female
8357,Person_357,34,28,1,Management,73,1490872,2010611,2120928,Male
8358,Person_358,33,30,22,Analytical,626,870187,870187,1855473,Female
8359,Person_359,41,11,4,Technical,211,575180,908531,1108288,Female
8360,Person_360,60,26,13,Creative,322,1375131,1375131,1577937,Male
8361,Person_361,48,2,2,Technical,223,580485,2139501,642124,Female
8362,Person_362,31,5,3,Creative,467,1840006,1972724,2030317,Female
8363,Person_363,53,22,11,Management,329,1973331,1973331,2326417,Male
8364,Person_364,28,13,13,Technical,30,1424010,1821613,1984586,Male
8365,Person_365,47,30,11,Management,839,869621,986639,1593288,Female
8366,Person_366,58,32,28,Analytical,524,1052266,1353387,920722,Female
8367,Person_367,54,0,0,Creative,624,1405061,1405061,511524,Female
8368,Person_368,22,39,2,Analytical,186,795519,1638048,823970,Male
8369,Person_369,47,16,14,Analytical,465,759717,759717,949183,Female
8370,Person_370,33,35,22,Creative,764,1323277,1436217,1144088,Female
8371,Person_371,36,25,3,Technical,383,1343664,1639771,702378,Male
8372,Person_372,60,10,10,Creative,900,1561435,1561435,1837766,Female
8373,Person_373,24,14,7,Analytical,392,1205825,1841387,849941,Male
8374,Person_374,27,4,4,Technical,381,948664,1395006,711282,Female
8375,Person_375,57,15,15,Creative,366,1517156,1612821,538764,Female
8376,Person_376,47,10,10,Analytical,680,871278,871278,2435205,Female
8377,Person_377,33,7,6,Technical,337,626948,626948,1000196,Male
8378,Person_378,43,21,7,Technical,652,743351,743351,2021315,Female
8379,Person_379,43,21,6,Creative,732,1175026,1175026,2198220,Female
8380,Person_380,34,32,9,Analytical,88,746121,746121,828403,Female
8381,Person_381,27,29,25,Creative,91,966115,2494594,2188143,Male
8382,Person_382,60,11,11,Technical,896,1266707,2119867,699021,Female
8383,Person_383,27,40,33,Analytical,126,1586783,1660845,2212996,Male
8384,Person_384,38,37,6,Technical,606,1438891,1438891,2270077,Male
8385,Person_385,54,3,3,Management,865,834684,834684,643289,Male
8386,Person_386,39,22,14,Creative,420,1312028,2392627,1510877,Female
8387,Person_387,29,28,12,Creative,17,844387,844387,2037454,Female
8388,Person_388,36,26,21,Technical,558,1404260,1404260,2377590,Female
8389,Person_389,41,36,27,Creative,74,1091719,2312015,991193,Male
8390,Person_390,42,11,11,Technical,617,626196,2257964,2495973,Female
8391,Person_391,22,9,9,Technical,933,1037212,1037212,581173,Female
8392,Person_392,44,19,5,Analytical,924,1262219,2425168,2104017,Male
8393,Person_393,54,0,0,Technical,560,1985484,1985484,1489206,Female
8394,Person_394,26,40,8,Analytical,314,1063601,1063601,546857,Female
8395,Person_395,57,15,15,Technical,77,2096647,2096647,1815434,Male
8396,Person_396,51,11,11,Technical,954,1053366,1053366,1603135,Female
8397,Person_397,24,27,3,Technical,30,948850,1649352,760481,Female
8398,Person_398,57,24,24,Technical,487,875904,875904,1309986,Male
8399,Person_399,58,25,25,Analytical,527,708918,708918,1427283,Female
8400,Person_400,40,14,11,Analytical,966,598865,598865,1925763,Male
8401,Person_401,29,32,0,Creative,164,747690,1734404,2020207,Female
8402,Person_402,50,29,28,Analytical,227,1672078,1672078,2045921,Male
8403,Person_403,50,8,8,Technical,235,626679,626679,932086,Female
8404,Person_404,56,21,21,Analytical,684,1623684,1623684,1110234,Female
8405,Person_405,59,9,9,Management,75,587956,587956,839098,Male
