Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
72,Person_72,43,34.8,31.1,Management,518.3,78651.18,112646.26,109242.26,Female
73,Person_73,51,16.9,13.8,Technical,710.1,72608.25,85898.93,83041.26,Male
74,Person_74,20,22.5,22,Technical,95.7,95931.09,122599.82,123564.31,Female
75,Person_75,29,10.9,10.1,Technical,317.7,91266.56,94765.61,92316.4,Male
76,Person_76,18,8.6,8.1,Management,968.7,39316,46559.81,49360.56,Female
77,Person_77,61,20.7,17.8,Technical,262.3,67130.83,83679.33,86961.68,Female
78,Person_78,22,24.2,19.8,Management,313.1,67251.54,86501,84861.27,Female
79,Person_79,47,14.2,12,Technical,836.5,57822.45,75662.11,73371.5,Male
80,Person_80,47,23.2,22.4,Technical,50.2,71729.35,93605.14,92780.8,Female
81,Person_81,34,35.6,32.8,Analytical,464.6,61310.74,92636.78,92948.83,Male
82,Person_82,65,22.7,18.6,Management,379.6,39934.55,53851.08,54795.59,Female
83,Person_83,64,29.1,25.4,Technical,316.6,61236.65,93279.55,86521.1,Male
84,Person_84,40,32.4,28,Analytical,285.7,27227.69,48071.71,45169.34,Female
85,Person_85,32,39.6,38.2,Technical,91.4,77578.59,113013.59,111801.29,Male
86,Person_86,54,24.5,23.5,Analytical,314.8,105365.45,137335.14,134944.17,Male
87,Person_87,38,32.5,28.1,Analytical,43.1,92528.71,122969.93,114375.8,Female
88,Person_88,31,38.5,35.2,Technical,781,56039.4,91138.52,85473.4,Male
89,Person_89,19,37.8,36.2,Analytical,398.2,28707.12,65015.58,61099.5,Female
90,Person_90,28,6.5,2.8,Management,443.9,40214.94,38283.05,37937.2,Female
91,Person_91,56,16.8,12.7,Management,893.6,74549.03,86906.39,85597.79,Female
92,Person_92,55,13.6,10.5,Technical,658.1,40705.71,49456.38,47561.67,Female
93,Person_93,51,4.4,1,Technical,8.1,74397.31,76295.45,78685,Female
94,Person_94,55,25.7,23.8,Creative,943.2,43159.9,59428.69,61817.09,Female
95,Person_95,51,29.7,27,Technical,237.1,104892.39,133881.65,134331.41,Female
96,Person_96,35,34.1,31.5,Management,107.6,59727.15,96310.3,96670.66,Female
97,Person_97,47,5.8,1.6,Management,768.1,44555.06,45135.94,42565.96,Female
98,Person_98,32,35.2,31,Management,500.5,101232.62,135468.11,133257.13,Female
99,Person_99,44,26.1,21.9,Technical,433.8,54283.9,77735.63,72612.68,Female
100,Person_100,51,28.5,28.4,Technical,249.5,31148.77,56510.07,55757.82,Male
101,Person_101,55,36.5,32.8,Analytical,547.5,77040.95,104548.32,106905.55,Male
102,Person_102,50,25.4,21.6,Technical,274.4,78156.42,95164.48,99227.47,Female
103,Person_103,41,14.1,10.7,Technical,901.6,91469.57,103634.03,102899.69,Female
104,Person_104,32,33.2,29.4,Technical,215.2,44021.94,73141.21,74616.22,Female
105,Person_105,47,15.2,11,Management,884.4,64377.13,81752.6,73184.63,Female
106,Person_106,59,2.3,0,Analytical,559.4,48236.79,52191.14,50892.36,Female
107,Person_107,34,33.4,30.9,Technical,828.5,28095.37,62939.29,61570.21,Female
108,Person_108,22,14.5,13.9,Technical,712.8,107661.38,122876.78,127350.29,Female
109,Person_109,46,31.2,29.3,Technical,696.7,92886.98,117375.99,118554.79,Female
110,Person_110,21,15.1,11.9,Analytical,324.3,50146.31,63673.01,65155.77,Male
111,Person_111,27,34.6,30.7,Management,233.9,79937.3,110956.57,112283.55,Female
112,Person_112,34,9.6,8.5,Management,210.9,40126.38,42934.47,43070.8,Male
113,Person_113,27,39,38.3,Analytical,857.2,109023.66,153373.41,157970.5,Female
114,Person_114,34,31.4,28.1,Management,820.4,31490.63,65102.08,58186.24,Female
115,Person_115,37,5.5,5.5,Analytical,440.6,20383.71,20162.96,20601.6,Male
116,Person_116,41,23.1,22.2,Analytical,132.4,70200.82,89211.85,92601.25,Female
117,Person_117,22,39.4,39.3,Technical,382.3,78312.78,114863.03,109188.85,Male
118,Person_118,51,19.4,18.6,Technical,619.3,77896.53,99545.79,102059.54,Female
119,Person_119,23,8.1,7.2,Technical,454.4,25451.19,35124.82,32841.33,Female
120,Person_120,19,19.9,18,Technical,780.2,51404.38,69626.42,69955.86,Male
121,Person_121,30,21,19,Creative,997.6,69919.89,90289.18,87948.1,Female
122,Person_122,60,29.9,25.5,Management,191.1,41657.92,60719.76,63597.21,Male
123,Person_123,60,28.3,25.7,Technical,459.7,107262.59,134869.4,134004.31,Female
124,Person_124,65,16.7,13.1,Analytical,431,28710.93,41306.5,43843.89,Male
125,Person_125,28,9.5,9,Management,304.5,68738.44,74343.22,75649.21,Male
126,Person_126,64,26.2,25.1,Technical,198.1,89141.61,106579.08,104197.7,Female
127,Person_127,40,17.4,13.9,Technical,65.7,46175.11,60209.92,61715.49,Female
128,Person_128,33,6.2,5.9,Management,887.1,82424.07,90108.87,88118.16,Male
129,Person_129,48,36.1,33.7,Analytical,419.8,102938.52,128126.11,128318.5,Female
130,Person_130,28,28,25,Technical,496.9,39033.7,64126.13,63206.35,Female
131,Person_131,33,27.6,24.6,Technical,916.9,111722.06,136933.26,139632.99,Female
132,Person_132,25,33.1,33,Management,776.3,75355.85,105584.7,107205.67,Male
133,Person_133,21,21.7,20.1,Technical,130.5,49923.2,71922.39,71830.23,Male
134,Person_134,57,32.8,29.6,Management,565.4,63085.83,92022.52,89965.38,Male
135,Person_135,21,20.4,19.7,Management,442.3,51219.19,72335.05,68528.07,Male
136,Person_136,42,3.6,0.1,Technical,797.2,92511.12,95282.35,95689.32,Male
137,Person_137,20,16.8,13.1,Creative,724.2,99630.07,115404.1,113507.23,Male
138,Person_138,49,20.4,15.5,Management,690.4,103293.74,123877.84,118243.85,Male
139,Person_139,20,29.1,28.1,Technical,340.5,118576.82,148368.45,144378.36,Male
140,Person_140,44,5.2,1.1,Management,805,99128.43,97843.23,102720.85,Male
141,Person_141,46,6.5,3.9,Analytical,52.4,80138.41,80799.46,78819.53,Female
142,Person_142,49,11.3,9.4,Analytical,159.6,53922.03,58005.49,61251.97,Male
143,Person_143,36,11.4,10.8,Technical,335.6,74459.54,86015.44,84945.49,Female
144,Person_144,38,29.6,25.9,Creative,76.8,24106.82,56613.38,60332.11,Female
145,Person_145,22,10.8,9.6,Management,235,94482.51,102290.25,105791.74,Female
146,Person_146,35,25.7,23.8,Technical,830.2,64595.55,90643.59,88166.5,Male
147,Person_147,45,20.3,20,Technical,948.3,22002.32,38240.92,32276.99,Male
148,Person_148,59,23.4,19.4,Technical,304.6,26250.69,46624.71,40914.75,Male
149,Person_149,39,33.7,29.9,Analytical,264.5,58746.65,94943.39,92517.4,Male
150,Person_150,38,16.8,13.1,Technical,279.9,78342.15,94873.39,100542.29,Female
151,Person_151,23,31.1,29.6,Technical,277.7,66420.39,88166.33,86934.64,Male
152,Person_152,18,17.5,16.6,Analytical,35.9,81920.43,101373.9,101809.64,Male
153,Person_153,22,14.8,11.6,Technical,926.9,68029.43,82710.56,86620.57,Male
154,Person_154,58,38.4,35.9,Technical,213.7,86170.38,122937.81,123268.78,Male
155,Person_155,29,8.2,7.3,Technical,420,41912.61,52550.22,52777.89,Male
156,Person_156,43,4.5,1.1,Technical,9.7,31284.32,28216.81,30084.8,Female
157,Person_157,63,31.1,26.1,Technical,858,79643.4,106059.72,106926.63,Male
158,Person_158,51,3.7,0,Management,731.2,68468.95,74019.82,73721.42,Female
159,Person_159,31,33.6,29.9,Technical,946.8,22686.77,57686.52,55522.17,Male
160,Person_160,43,18.1,13.3,Technical,781.6,58048.19,74088.41,74323.88,Female
161,Person_161,62,36.7,35.7,Analytical,313.7,30612.56,61897.58,65180.78,Male
162,Person_162,44,29.1,26.3,Management,247.9,73135.68,94233.36,99579.37,Male
163,Person_163,26,24.8,19.9,Management,697.7,59577.77,80050.49,80927.32,Female
164,Person_164,43,38,37.2,Management,364.1,81315.19,119419.06,121684.54,Female
165,Person_165,64,16.5,13,Technical,566.2,100560.22,113058.36,113867.55,Female
166,Person_166,39,38.2,35.3,Management,6.3,49966.87,81242.95,80980.96,Male
167,Person_167,64,6.3,3.4,Management,61.9,116210.21,121795.02,123337.79,Female
168,Person_168,47,19.9,16.4,Technical,535.4,73563.45,90514.28,94082.28,Male
169,Person_169,60,11.5,6.9,Creative,566.1,81829.08,90178.2,87519.12,Male
170,Person_170,65,22.1,18.2,Technical,751.5,88067.24,109234.41,104880.22,Female
171,Person_171,34,7.3,7,Analytical,132,86673.15,92304.9,90705.88,Female
172,Person_172,43,33.8,29.5,Technical,513.2,71097.07,98153.28,98788.26,Male
173,Person_173,53,34,32.9,Analytical,194.4,62876.43,101314.26,103923.87,Male
174,Person_174,18,38.3,36.4,Management,93.2,25378.2,57991.41,55022.88,Female
175,Person_175,25,7,4.7,Analytical,410.5,22208.58,24562.71,17096.98,Female
176,Person_176,52,25.3,22.9,Technical,163.3,55796.12,84867.36,83339.01,Female
177,Person_177,32,19.5,17.3,Management,221.8,53366.09,67930.97,67349.23,Male
178,Person_178,64,14.4,9.7,Management,317.6,58769.52,67976.43,64489.61,Male
179,Person_179,39,14.7,11.2,Analytical,259.4,33836.82,42976.97,40708.7,Male
180,Person_180,31,17.1,13.9,Management,87.6,93816.83,98800.72,101402.57,Male
181,Person_181,43,28.5,28.3,Management,89.9,105696.44,133379.9,133614.26,Male
182,Person_182,45,24.3,19.8,Management,193.2,113871.46,128618.35,129655.22,Male
183,Person_183,40,18.9,14.4,Technical,50.6,69236.23,84909.13,83842.09,Female
184,Person_184,31,4,0.1,Management,626.5,90086.57,95714.76,93452.43,Male
185,Person_185,41,4,4,Technical,287.3,105555.11,98484.24,97395.55,Male
186,Person_186,19,1.1,0.8,Creative,279.7,61829.11,60594.53,62091.17,Male
187,Person_187,62,38.7,37.6,Analytical,332,50941.28,90802.9,86328.94,Female
188,Person_188,43,1.2,0.5,Creative,662.8,113672.46,103255.72,108206.23,Male
189,Person_189,31,5,3,Technical,870.6,71567.66,81248.99,82973.56,Male
190,Person_190,24,13.3,8.7,Analytical,759.1,69725.39,80324.85,78717.21,Female
191,Person_191,20,32.5,30.1,Analytical,727.5,37841.61,73357.67,75797.9,Male
192,Person_192,64,38.5,38.4,Management,484.4,30815.5,66395.76,70062.81,Male
193,Person_193,40,31.8,30.4,Management,693.8,104210.69,132394.09,131403.07,Male
194,Person_194,63,27.9,27.7,Technical,552.8,81413.32,108308.64,107658.88,Male
195,Person_195,60,21.3,21.1,Analytical,216.3,52582.46,84373.51,88853.93,Male
196,Person_196,64,4.4,3,Management,208.6,39173.62,48764.15,55121.07,Female
197,Person_197,62,38.4,37,Technical,296.4,75549.73,113211.47,113299.78,Female
198,Person_198,35,30.6,26.7,Technical,910.8,78391.93,106363.94,102889.3,Female
199,Person_199,55,25.9,21,Creative,547.4,40699.36,64873.88,63462.07,Male
200,Person_200,52,30.6,28.7,Analytical,733.9,105140.57,145798.34,148897.39,Male
201,Person_201,32,29.2,27.1,Creative,346.6,28426.44,57440.04,54349.39,Male
202,Person_202,42,25.9,21.7,Management,407.7,55609.31,77539.11,76914.26,Female
203,Person_203,54,39.2,37.9,Technical,125.6,88038.44,124245.45,125123.2,Male
204,Person_204,45,36.2,35.4,Technical,171.3,47412.04,83986.62,81218.47,Male
205,Person_205,27,26.2,21.9,Technical,827.4,102767.52,121732.41,125021.71,Female
206,Person_206,56,28,27.8,Technical,584.8,93986.78,124267.24,126349.14,Male
207,Person_207,34,3,0,Technical,337.5,98902.28,91739.3,97767.93,Female
208,Person_208,56,27.1,24.3,Technical,802.9,31910.65,54908.15,57252.53,Female
209,Person_209,39,2.7,1,Management,246.5,34054.71,38727.87,35845.21,Female
210,Person_210,43,23.9,22.3,Creative,976,48647.37,72792.99,74384.1,Male
211,Person_211,61,40,36.1,Management,344.8,71807.72,105594.6,108558.66,Male
212,Person_212,42,22.7,22.3,Analytical,337.3,94801.61,115941.49,119059.92,Male
213,Person_213,34,19.5,18.3,Management,311.9,103653.09,127129.76,124799.24,Male
214,Person_214,30,13.2,9.5,Technical,122.1,90433.53,93881.52,91192.51,Male
215,Person_215,37,5.7,3,Technical,111.1,112859.69,109836.72,106417.81,Male
216,Person_216,42,29.5,28.9,Technical,648.1,93874.35,118126.18,122940.38,Male
217,Person_217,21,8.5,4.1,Technical,875.1,50626.79,54673.4,56542.04,Female
218,Person_218,27,5.5,3.5,Management,790.5,46508.13,43224.44,40760.78,Male
219,Person_219,20,17.4,13.3,Technical,141.1,89619.25,107684.26,108065.82,Female
220,Person_220,58,32,28.1,Technical,545.6,39287.06,62765.6,62394.54,Male
221,Person_221,62,30.1,27,Technical,105.6,29271.48,57393.26,54475.51,Male
222,Person_222,35,3.1,0.6,Creative,45.3,73222.29,70926.92,71035.48,Male
223,Person_223,64,18.8,13.9,Analytical,656.4,102164.16,115736.67,116308.76,Female
224,Person_224,53,21.4,20.7,Analytical,535.2,30137.98,42821.25,48615.01,Female
225,Person_225,64,26.1,22.5,Technical,82,99189.13,126695.71,124728.65,Female
226,Person_226,39,26.4,25.4,Analytical,34.9,101157.2,121749.71,116621.51,Female
227,Person_227,51,15.2,13.5,Analytical,989.8,68227.4,76396.32,73249.46,Male
228,Person_228,64,22.9,21.4,Management,30,25731.03,59026.08,56348.13,Female
229,Person_229,25,19.8,15.1,Creative,444.5,37458.99,55330.53,54049.75,Male
230,Person_230,57,35.5,30.7,Technical,504.6,90742.63,126254.71,123115.2,Male
231,Person_231,61,21.7,20.8,Creative,117.3,91177.79,114272.25,116738.61,Female
232,Person_232,36,18.2,18.1,Creative,169.1,109835.53,125673.13,122325.03,Female
233,Person_233,59,16.8,13.2,Technical,351.8,78268.61,84934.36,84994.41,Female
234,Person_234,58,23.3,21.2,Management,761.7,32410.74,52116.64,58117.21,Female
235,Person_235,54,32.4,32,Creative,507.1,32141.49,59250.69,60911.4,Female
236,Person_236,23,22,18.6,Technical,637.9,92113.24,106122.66,107474.94,Female
237,Person_237,43,26.8,24.1,Management,985.2,38378.47,54562.53,60134.48,Female
238,Person_238,51,29.8,24.9,Creative,768,52838.55,78310.93,82047.88,Female
239,Person_239,62,21.3,20.2,Management,434.4,68721.2,96788.26,98483.63,Male
240,Person_240,23,17.6,15.6,Technical,446.4,22476.49,40867.17,39934.99,Female
241,Person_241,54,35.2,32.5,Management,618.8,44881.9,76852.95,76784.88,Female
242,Person_242,50,17.3,13.3,Technical,665.4,60788.96,73886.1,73672.19,Male
243,Person_243,39,19,16.3,Management,500.7,47963.63,49024.74,47820.47,Female
244,Person_244,38,39.6,36.5,Technical,644.9,33637.03,68017.85,68653.96,Male
245,Person_245,23,1,0,Management,23.5,92801.23,85667.85,86720.09,Male
246,Person_246,23,8.2,4,Management,429.6,101314.77,105986.83,102252.95,Female
247,Person_247,65,16,13.9,Analytical,278.9,45747.9,58348.02,63244.15,Male
248,Person_248,21,37.4,36.7,Management,129.2,97441.95,129795.43,131024.82,Male
249,Person_249,47,3.7,0.4,Management,99.5,58555.36,59514.84,58726.49,Male
250,Person_250,28,1.4,0.3,Management,603.2,70668.58,71484.98,72148.5,Male
251,Person_251,47,3.1,2.6,Technical,523.6,105600.11,115793.23,118584.34,Female
252,Person_252,48,4.5,0.2,Management,253.6,94995.37,98627.46,94227.4,Male
253,Person_253,41,2.5,0.2,Technical,471,100511.69,101796.55,101481.37,Female
254,Person_254,26,19.7,16,Creative,492.2,33684.52,44946.95,41389.38,Male
255,Person_255,20,23.6,22.1,Technical,195,26971.94,43704.74,51675.76,Male
256,Person_256,48,11.6,7.7,Management,652.1,109340.47,120034.71,120449.27,Male
257,Person_257,57,16.5,15.9,Management,780.9,58783.43,73683.08,70149.85,Male
258,Person_258,54,4.6,2.8,Management,791.5,48787.97,52834.8,63633.2,Female
259,Person_259,53,14.1,9.2,Technical,602.5,92469.63,106559.63,104951.58,Female
260,Person_260,41,21.4,17.4,Management,511.6,103641.56,113475.87,112848.63,Male
261,Person_261,48,29.6,27.1,Management,61,106248.96,140334.14,139923.74,Male
262,Person_262,23,1.1,0,Analytical,287.8,51599.71,56446.62,53902.76,Female
263,Person_263,19,19.2,14.8,Technical,93.3,105221.24,109749.04,110491.09,Male
264,Person_264,37,12.6,9.9,Management,963.8,24093.39,45758.85,39126.63,Male
265,Person_265,45,34.3,30.5,Management,135.1,24966.15,57073.03,60330.73,Male
266,Person_266,28,28.9,25.1,Management,151.8,82351.92,105059.23,101675.81,Female
267,Person_267,21,24,23.9,Management,889.6,26310.64,52805.95,51559.99,Female
268,Person_268,32,11.8,11.2,Management,943.9,52460.92,58773.55,61028.11,Female
269,Person_269,23,36.5,33.2,Technical,765.8,87275.6,123206.24,122592.86,Male
270,Person_270,47,2.8,2,Technical,5.4,53726.69,51759.21,51268.56,Male
271,Person_271,55,5.3,4,Technical,1.3,37959.98,52061.78,49025.55,Female
272,Person_272,19,16.3,11.6,Technical,378.1,48135.06,60035.56,66322.51,Female
273,Person_273,32,5.9,3.1,Management,143.4,65757.53,72106.65,73701.09,Female
274,Person_274,28,38.3,34.5,Management,18.4,67538.59,98108.26,94859.91,Female
275,Person_275,25,32.1,29.3,Technical,464.1,98300.02,131682.5,132217.05,Male
276,Person_276,43,11.1,8.3,Creative,943.1,95015.32,103252.42,99792.02,Female
277,Person_277,62,24,23.5,Technical,323.8,65681.78,82122.52,87289.76,Male
278,Person_278,61,39.3,37.6,Analytical,661.1,104566.73,140972.92,141571.83,Female
279,Person_279,22,35.5,34.1,Management,652.2,31423.71,75179.27,72252.63,Male
280,Person_280,23,24.4,22.4,Technical,251.1,45535.34,72230.23,74323,Female
281,Person_281,43,36.2,32.2,Technical,650.4,102797.65,133102.77,132268.55,Female
282,Person_282,21,39.6,37.7,Management,212.3,57799.4,86153.57,82288.89,Female
283,Person_283,36,30,27.7,Technical,122,118118.16,141655.7,142798.84,Female
284,Person_284,37,3.5,1.5,Creative,701.4,66625.33,61092.96,62151.49,Male
285,Person_285,50,16.7,16.2,Management,113.4,99193.56,106168.52,109581.72,Female
286,Person_286,37,33.7,31.5,Creative,996.9,60230.7,95658.66,95852.17,Male
287,Person_287,29,10,9,Technical,183.5,62495.35,71807.29,72128.47,Male
288,Person_288,64,33.4,32.5,Analytical,594.1,58288.31,99763.85,100244.25,Male
289,Person_289,18,5.7,5.2,Management,411.4,91907.56,92119.35,96905.2,Male
290,Person_290,43,2.8,1,Analytical,126.4,74751.79,75740.39,74810.16,Female
291,Person_291,31,16,12.2,Technical,27.8,114377.81,119606.94,121015.3,Male
292,Person_292,55,2.4,1,Management,622.7,45089.03,43114.66,44964.9,Male
293,Person_293,54,38.3,36.7,Management,806.8,30056.27,65645.72,66695.05,Male
294,Person_294,28,33.2,30,Analytical,842,59326.15,87452.88,86409.17,Female
295,Person_295,53,32.2,31.2,Technical,482.7,81671.27,113138.97,113500.79,Female
296,Person_296,30,25.6,21.1,Analytical,777.5,106079.89,132037.94,131756.96,Female
297,Person_297,60,9.4,6.8,Technical,672.8,54619.69,65751.78,71629.41,Female
298,Person_298,20,21.2,19,Analytical,724.3,85378.68,100532.01,99158.72,Male
299,Person_299,50,24.3,21.5,Analytical,492.6,55019.87,76368.1,73630.36,Male
300,Person_300,23,21.5,20.7,Analytical,633.4,81721.96,106392.44,106373.84,Female
301,Person_301,27,11.1,8,Management,805.5,108480.79,121659.47,121429.38,Male
302,Person_302,22,21.1,19.3,Management,397.9,43135.76,59129.98,59720.51,Male
303,Person_303,40,20.2,15.7,Creative,806,60424.16,79664.98,78292.64,Male
304,Person_304,27,39.9,39.1,Technical,592,119326.52,160082.25,160413.37,Female
305,Person_305,61,36,33.5,Management,165.9,106855.7,135025.75,135414.58,Female
306,Person_306,19,19.1,16.1,Management,24.7,76463.99,96564.78,99282.75,Male
307,Person_307,30,25.3,25.1,Analytical,362.8,71662.76,97520.48,97799.5,Female
308,Person_308,57,30.2,28.4,Technical,546.7,48460.04,68153.09,68460.51,Female
309,Person_309,19,2.4,0,Management,839.8,71720.94,70251.67,71800.71,Female
310,Person_310,37,35.9,31.8,Analytical,127.5,104818.15,136817.44,139420.4,Female
311,Person_311,18,34.5,32.9,Technical,800.2,88517.45,118388.33,115437.3,Female
312,Person_312,54,18.8,14.8,Creative,863,49004.4,69945.54,66188.58,Male
313,Person_313,26,16.3,11.5,Technical,150.7,40146.39,57968.73,63055.17,Female
314,Person_314,34,11.6,7.3,Technical,851.6,46520.85,51908.4,54020.63,Male
315,Person_315,26,19.6,19,Technical,991.5,36975.92,53514.79,52856.63,Male
316,Person_316,28,2.7,0,Technical,726.8,29564.07,28907.9,28967,Female
317,Person_317,32,34.2,32.6,Creative,784.8,61913.62,93513.22,92335.53,Male
318,Person_318,41,2.4,0,Technical,994.4,31329.96,28367.45,29001.29,Male
319,Person_319,55,13.8,11.4,Management,605.5,37191.26,30047.28,27131.77,Male
320,Person_320,52,37.3,36.7,Technical,307.9,74732.47,120206.53,122727.03,Female
321,Person_321,47,29.7,26.1,Management,837.5,36459.93,62562.02,63088.38,Female
322,Person_322,48,12,10.4,Management,614.5,26387.98,35896.43,36531.31,Male
323,Person_323,22,10.9,5.9,Technical,581.2,51738.89,59264.74,56582.91,Female
324,Person_324,61,1.2,0,Technical,253.6,42031.91,41631.62,43204.42,Female
325,Person_325,31,28.1,24.8,Analytical,756.3,71530.52,94178.94,91566.03,Female
326,Person_326,28,2.9,2.3,Technical,81.7,30236.71,27508.48,25432.03,Female
327,Person_327,26,21.8,18.4,Management,924.3,95177.08,104384.02,104646.88,Male
